STORE_NUMBER,CITY,STATE,ZIPCODE,LONG,LAT
7401-1574,Gaithersburg,MD,20878,-77.22,39.14
8743-82120,Gaithersburg,MD,20878,-77.24,39.12
7598-5141,Gaithersburg,MD,20877,-77.2,39.15
74244-66840,Gaithersburg,MD,20879,-77.18,39.19
19878-113788,Gaithersburg,MD,20878,-77.21,39.12
7480-8691,Gaithersburg,MD,20879,-77.17,39.16
9796-93581,Gaithersburg,MD,20878,-77.2,39.12
74154-28307,Gambrills,MD,21054,-76.68,39.04
17244-162784,Gambrills,MD,21054,-76.68,39.03
16892-169164,Gambrills,MD,21054,-76.68,39.04
7607-19960,Germantown,MD,20874,-77.27,39.18
10964-81202,Germantown,MD,20874,-77.28,39.16
76257-95152,Germantown,MD,20876,-77.25,39.2
74116-25288,Germantown,MD,20874,-77.27,39.18
7634-32219,Germantown,MD,20876,-77.25,39.2
7330-1224,Glen Burnie,MD,21060,-76.6,39.14
10780-102728,Glen Burnie,MD,21061,-76.61,39.2
76278-90961,Glen Burnie,MD,21061,-76.61,39.19
76644-97429,Glen Burnie,MD,21061,-76.63,39.13
15490-155732,Greenbelt,MD,20770,-76.91,39
7365-1289,Greenbelt,MD,20770,-76.88,38.99
74148-18056,Greenbelt,MD,20770,-76.88,38.99
13293-106797,Hagerstown,MD,21740,-77.75,39.66
28027-249207,Hagerstown,MD,21742,-77.72,39.68
25331-237509,Hagerstown,MD,21740,-77.77,39.62
22913-225806,Hagerstown,MD,21740,-77.77,39.63
14167-110225,Hanover,MD,21076,-76.74,39.15
74447-95256,Hanover,MD,21076,-76.74,39.13
8713-93067,Hanover,MD,21076,-76.72,39.15
7600-23788,Hanover,MD,21076,-76.72,39.16
24475-238084,Hanover,MD,21076,-76.74,39.13
28425-250166,Hanover,MD,21076,-76.73,39.16
76279-91021,Hyattsville,MD,20783,-76.98,38.97
28718-250644,Hyattsville,MD,20782,-76.95,38.97
7527-12395,Hyattsville,MD,20782,-76.95,38.97
11964-105670,Jessup,MD,20794,-76.79,39.17
28721-241044,Joint Base Andrews,MD,20762,-76.89,38.81
79722-121146,Kensington,MD,20895,-77.08,39.03
19853-202204,Kensington,MD,20895,-77.07,39.03
76785-96782,La Plata,MD,20646,-76.98,38.54
13622-107114,La Plata,MD,20646,-76.98,38.53
74470-96209,La Plata,MD,20646,-76.98,38.54
11688-95628,Lanham,MD,20720,-76.82,38.96
7816-76523,Largo,MD,20774,-76.82,38.9
76427-95672,Largo,MD,20774,-76.83,38.9
24362-230631,Laurel,MD,20707,-76.86,39.09
7257-662,Laurel,MD,20707,-76.85,39.1
76543-95664,Laurel,MD,20724,-76.79,39.09
9836-93652,Laurel,MD,20707,-76.87,39.08
14168-113346,Linthicum Heights,MD,21090,-76.68,39.2
11631-79201,Lusby,MD,20657,-76.44,38.37
79709-126864,Middletown,MD,21769,-77.53,39.44
11965-105196,Mount Airy,MD,21771,-77.16,39.36
74249-67201,Mount Airy,MD,21771,-77.16,39.37
47799-241316,National Harbor,MD,20745,-77.01,38.79
21508-210084,National Harbor,MD,20745,-77,38.79
14526-123746,New Carrollton,MD,20784,-76.87,38.96
16990-166425,North Bethesda,MD,20852,-77.11,39.04
11050-103460,Nottingham,MD,21236,-76.48,39.4
2871-92934,Ocean City,MD,21842,-75.11,38.34
47117-253886,Ocean City,MD,21842,-75.08,38.35
28026-249248,Odenton,MD,21113,-76.69,39.08
9835-94779,Olney,MD,20832,-77.07,39.13
15636-152208,Olney,MD,20832,-77.06,39.15
7311-1081,Olney,MD,20832,-77.06,39.15
16603-80537,Olney,MD,20832,-77.06,39.15
7694-31639,Owings Mills,MD,21117,-76.77,39.41
74173-28937,Owings Mills,MD,21117,-76.78,39.42
733-587,Owings Mills,MD,21117,-76.81,39.41
24494-238079,Oxon Hill,MD,20745,-77.02,38.78
74194-41082,Perry Hall,MD,21128,-76.46,39.41
74128-27208,Phoenix,MD,21131,-76.56,39.52
705-1113,Potomac,MD,20854,-77.21,39.02
7347-774,Potomac,MD,20854,-77.16,39.04
74419-88520,Prince Frederick,MD,20678,-76.59,38.54
7869-77686,Prince Frederick,MD,20678,-76.6,38.55
7453-5140,Rockville,MD,20852,-77.14,39.08
7821-46299,Rockville,MD,20850,-77.19,39.1
7290-809,Rockville,MD,20852,-77.12,39.06
10240-95774,Rockville,MD,20850,-77.15,39.09
709-2007,Rockville,MD,20852,-77.13,39.06
74138-25287,Rockville,MD,20853,-77.11,39.09
7593-19240,Rockville,MD,20852,-77.12,39.05
74164-32164,Rockville,MD,20850,-77.17,39.11
74334-83260,Rockville,MD,20850,-77.19,39.1
7628-25468,Rockville,MD,20854,-77.16,39.06
73960-116686,Rockville,MD,20852,-77.11,39.05
27174-246564,Rockville,MD,20852,-77.12,39.06
8835-94787,Salisbury,MD,21801,-75.57,38.41
17797-175344,Salisbury,MD,21804,-75.61,38.34
74152-26768,Severna Park,MD,21146,-76.58,39.08
12480-151424,Severna Park,MD,21146,-76.55,39.08
72732-66500,Severna Park,MD,21146,-76.54,39.08
11184-104244,Silver Spring,MD,20906,-77.05,39.09
7319-956,Silver Spring,MD,20910,-77.03,38.99
7914-78520,Silver Spring,MD,20910,-77.03,39
7619-17794,Silver Spring,MD,20901,-77.01,39.02
73801-96500,Silver Spring,MD,20910,-77.03,38.99
3938-145347,Silver Spring,MD,20904,-77.06,39.07
11130-101581,Silver Spring,MD,20903,-76.98,39.02
74172-34959,Silver Spring,MD,20905,-77,39.11
19570-195764,Silver Spring,MD,20910,-77.03,39
9356-95632,Silver Spring,MD,20901,-77,39.03
7868-81640,Silver Spring,MD,20904,-76.95,39.06
2986-57420,Takoma Park,MD,20912,-76.99,38.99
744-589,Timonium,MD,21093,-76.62,39.43
8989-94176,Timonium,MD,21030,-76.64,39.46
28147-250304,Timonium,MD,21093,-76.63,39.44
7825-75420,Towson,MD,21204,-76.6,39.4
7873-77521,Towson,MD,21286,-76.58,39.39
28295-249795,TOWSON,MD,21204,-76.6,39.4
8018-149607,Towson,MD,21204,-76.61,39.41
7562-14710,Towson,MD,21204,-76.6,39.4
2858-63679,Towson,MD,21204,-76.6,39.4
75347-101321,Towson,MD,21252,-76.62,39.39
76966-108018,Towson,MD,21286,-76.58,39.39
22984-226724,Upper Marlboro,MD,20772,-76.79,38.79
20272-203026,Urbana,MD,21704,-77.35,39.33
2770-52683,Waldorf,MD,20603,-76.92,38.63
74719-94460,Waldorf,MD,20603,-76.95,38.63
22182-217744,Waldorf,MD,20603,-76.93,38.62
74222-53659,Waldorf,MD,20602,-76.9,38.6
76378-97060,Waldorf,MD,20603,-76.92,38.63
76724-101396,Westminister,MD,21157,-76.97,39.57
14111-241751,Westminster,MD,21157,-76.98,39.56
74211-17927,Westminster,MD,21158,-77.01,39.59
21465-210824,Wheaton,MD,20902,-77.05,39.04
28662-250049,Wheaton,MD,20902,-77.05,39.04
20142-186047,Wheaton,MD,20902,-77.05,39.04
7906-86021,Wheaton,MD,20902,-77.06,39.04
11916-106246,White Marsh,MD,21236,-76.45,39.37
9709-98003,Auburn,ME,42108,-70.23,44.12
25782-238004,Augusta,ME,4330,-69.81,44.32
76877-122186,Augusta,ME,43306,-69.81,44.31
76191-90420,Bangor,ME,44013,-68.74,44.84
9270-96046,Bangor,ME,44013,-68.74,44.83
27816-246888,Bangor,ME,4401,-68.75,44.83
76681-97524,Biddeford,ME,4005,-70.51,43.47
8837-95312,Brunswick,ME,4011,-69.92,43.91
11267-103523,Falmouth,ME,41051,-70.23,43.72
7549-13807,Freeport,ME,40321,-70.1,43.86
75861-101586,Kennebunk,ME,40437,-70.54,43.39
75860-101587,kennebunk,ME,40437,-70.54,43.39
7907-82183,Kittery,ME,3904,-70.73,43.11
21793-209105,Portland,ME,4106,-70.34,43.63
2830-92922,Portland,ME,41036,-70.29,43.7
11917-105248,Portland,ME,41033,-70.29,43.68
7408-1269,Portland,ME,41014,-70.25,43.66
19384-196605,Portland,ME,4101,-70.25,43.66
7433-2484,Portland,ME,41013,-70.26,43.65
16156-167725,Portland,ME,41021,-70.31,43.65
7916-87700,Saco,ME,40721,-70.43,43.51
21266-199788,Scarborough,ME,4074,-70.33,43.59
27548-237375,South Portland,ME,4106,-70.35,43.63
7850-75462,South Portland,ME,41063,-70.35,43.63
28598-249851,South Portland,ME,4106,-70.34,43.63
7434-1270,South Portland,ME,41063,-70.33,43.63
76551-98098,Topsham,ME,40861,-69.96,43.94
9299-96183,Topsham,ME,40861,-69.98,43.94
9837-97946,Waterville,ME,49014,-69.64,44.57
70036-105897,West Gardiner,ME,43452,-69.77,44.23
14733-121906,Adrian,MI,49221,-84.03,41.87
9435-96179,Allen Park,MI,48101,-83.22,42.28
76489-96277,Allen Park,MI,48101,-83.21,42.28
25718-108422,Allendale,MI,49401,-85.89,42.96
19228-186545,Allendale,MI,49401,-85.94,42.97
29348-252925,Alma,MI,48801,-84.67,43.38
76576-99389,Ann Arbor,MI,48103,-83.77,42.24
11966-104629,Ann Arbor,MI,48108,-83.67,42.25
28519-249824,ANN ARBOR,MI,48108,-83.74,42.24
20208-201324,Ann Arbor,MI,48109,-83.74,42.27
2482-27691,Ann Arbor,MI,48104,-83.73,42.27
22170-210265,Ann Arbor,MI,48109,-83.74,42.27
72802-74131,Ann Arbor,MI,48103,-83.78,42.28
72810-74347,Ann Arbor,MI,48103,-83.77,42.24
2359-1328,Ann Arbor,MI,48104,-83.74,42.28
23127-222664,Ann Arbor,MI,48103,-83.84,42.29
15010-179064,Ann Arbor,MI,48105,-83.71,42.3
2342-93979,Ann Arbor,MI,48104,-83.69,42.26
8793-72985,Ann Arbor,MI,48104,-83.75,42.28
2438-17888,Ann Arbor,MI,48108,-83.75,42.24
18954-194328,Ann Arbor East,MI,48197,-83.68,42.24
28320-250029,Auburn Hills,MI,48326,-83.3,42.7
22717-216884,Auburn Hills,MI,48326,-83.3,42.7
18953-194329,Auburn Hills,MI,48326,-83.29,42.71
10742-97942,Battle Creek,MI,49014,-85.18,42.26
78014-103019,Battle Creek,MI,49017,-85.18,42.32
23156-222525,Bay City,MI,48706,-83.89,43.62
23882-231808,Belleville,MI,48111,-83.48,42.22
70049-117446,Big Rapids,MI,49307,-85.48,43.69
23849-108423,Big Rapids,MI,49307,-85.48,43.68
2740-87803,Birch Run,MI,48415,-83.78,43.25
72809-74134,Birmingham,MI,48009,-83.21,42.55
2282-1322,Birmingham,MI,48009,-83.21,42.55
2686-80220,Bloomfield,MI,48302,-83.28,42.58
2539-36019,Bloomfield Hills,MI,48304,-83.26,42.6
2505-17054,Bloomfield Hills,MI,48301,-83.26,42.55
2517-245717,Bloomfield Township,MI,48301,-83.29,42.55
23158-224025,Bloomfield Township,MI,48302,-83.3,42.61
76955-100162,Bloomfield Township,MI,48302,-83.29,42.6
22714-222788,Boyne City,MI,49712,-85.02,45.22
14806-135155,Brighton,MI,48116,-83.79,42.54
76222-88981,Brighton,MI,48116,-83.8,42.54
72799-85456,Brighton,MI,48116,-83.79,42.54
48889-260444,Brownstown,MI,48183,-84.38,44.27
27691-247889,Byron Center,MI,49315,-85.67,42.81
72998-96630,Caledonia,MI,49316,-85.62,42.85
79274-96626,Caledonia,MI,49316,-85.51,42.79
76406-96632,Caledonia,MI,49316,-85.62,42.85
72566-90413,Canton,MI,48187,-83.49,42.32
29717-253959,Canton,MI,48187,-83.45,42.32
9989-99169,Canton,MI,48187,-83.43,42.32
76880-122184,Canton,MI,48188,-83.5,42.27
7953-95786,Chesterfield Township,MI,48051,-82.83,42.67
76429-97517,Chesterfield Township,MI,48051,-82.83,42.68
23130-223644,Clarkston,MI,48346,-83.38,42.73
11632-104662,Clarkston,MI,48346,-83.42,42.72
18754-194330,Clinton Pointe,MI,48035,-82.9,42.55
28933-247888,Clinton Township,MI,48036,-82.86,42.63
13788-108944,Clinton Township,MI,48038,-82.95,42.63
28469-250118,Clinton Township,MI,48038,-82.95,42.63
73819-74149,Commerce Township,MI,48382,-83.44,42.6
3927-135287,Davison,MI,48423,-83.54,43.04
28332-250119,Dearborn,MI,48126,-83.22,42.32
2277-1077,Dearborn,MI,48124,-83.25,42.31
9478-97016,Dearborn,MI,48126,-83.17,42.32
2435-16394,Dearborn Heights,MI,48127,-83.3,42.33
76518-99377,Dearborn Heights,MI,48127,-83.3,42.33
20231-203265,Detroit,MI,48242,-83.35,42.22
75680-74487,Detroit,MI,48243,-83.04,42.33
9322-96178,Detroit,MI,48201,-83.06,42.35
75186-87060,Detroit,MI,48202,-83.07,42.36
20232-203266,Detroit,MI,48242,-83.35,42.22
25844-220705,Detroit,MI,48226,-83.04,42.34
22169-207844,Detroit,MI,48226,-83.05,42.33
21894-216287,Detroit,MI,48203,-83.12,42.45
27980-247561,DETROIT,MI,48201,-83.06,42.35
25966-242446,Detroit,MI,48202,-83.07,42.36
21129-208887,Detroit,MI,48242,-83.35,42.22
2521-39719,East Grand Rapids,MI,49506,-85.61,42.95
16274-156744,East Lansing,MI,48824,-84.48,42.73
18382-186726,East Lansing,MI,48824,-84.49,42.73
2361-8205,East Lansing,MI,48823,-84.48,42.73
11517-104651,East Lansing,MI,48823,-84.47,42.73
72815-74332,East Lansing,MI,48823,-84.5,42.76
2289-1622,Farmington,MI,48336,-83.37,42.46
76519-96276,Farmington Hills,MI,48336,-83.34,42.45
2593-188004,Farmington Hills,MI,48334,-83.36,42.5
76583-98139,Fenton,MI,48430,-83.74,42.79
3926-135290,Fenton,MI,48430,-83.74,42.79
26921-243047,Fenton,MI,48340,-83.71,42.81
9650-97875,Flint,MI,48506,-83.64,43.02
8874-95315,Flint,MI,48507,-83.74,42.99
28025-237611,Fort Gratiot,MI,48059,-82.46,43.03
19852-195044,Fort Gratiot,MI,48059,-82.46,43.03
24658-236871,Frenchtown Township,MI,48162,-83.4,41.95
47016-256126,Gaylord,MI,49735,-84.69,45.03
1554-135284,Gaylord,MI,49735,-84.69,45.03
2722-84411,Grand Blanc,MI,48439,-83.63,42.93
9357-96357,Grand Haven,MI,49417,-86.22,43.07
72751-75860,Grand Haven,MI,49417,-86.2,43.04
72797-85477,Grand Haven,MI,49417,-86.22,43.04
76405-96631,Grand Rapids,MI,49512,-85.54,42.91
11878-105181,Grand Rapids,MI,49525,-85.58,43.06
72715-117534,Grand Rapids,MI,49506,-85.61,42.93
28641-250035,Grand Rapids,MI,49512,-85.59,42.92
72986-96628,Grand Rapids,MI,49534,-85.78,42.97
17418-162467,Grand Rapids,MI,49504,-85.74,42.97
16239-166644,Grand Rapids,MI,49503,-85.67,42.97
75488-108421,Grand Rapids,MI,49504,-85.68,42.96
72713-39100,Grand Rapids,MI,49506,-85.61,42.95
10379-100673,Grand Rapids,MI,49546,-85.58,42.91
75694-94828,Grand Rapids,MI,49512,-85.53,42.88
72828-74349,Grand Rapids,MI,49512,-85.53,42.92
9651-97939,Grand Rapids,MI,49512,-85.59,42.92
72717-39120,Grand Rapids,MI,49546,-85.51,42.91
75883-100937,Grand Rapids,MI,49503,-85.67,42.97
9710-97940,Grand Rapids,MI,49512,-85.54,42.91
72717-117537,Grand Rapids,MI,49546,-85.51,42.91
2661-68041,Grand Rapids,MI,49525,-85.59,43
75838-83161,Grand Rapids,MI,49503,-85.67,42.97
8181-141444,Grand Rapids,MI,49525,-85.59,43
17635-183836,Grand Rapids,MI,49544,-85.69,43.02
21281-198344,Grand Rapids,MI,49546,-85.51,42.92
72789-74344,Grand Rapids,MI,49525,-85.59,43
28368-249918,Grandville,MI,49418,-85.75,42.89
72811-85459,Grandville,MI,49418,-85.75,42.88
72735-69660,Grandville,MI,49418,-85.76,42.88
18115-177050,Grandville,MI,49418,-85.74,42.88
79497-104349,Grosse Ile,MI,48138,-83.16,42.13
25953-205164,Grosse Pointe,MI,48230,-82.92,42.38
2291-1651,Grosse Pointe,MI,48230,-82.92,42.39
2353-7067,Grosse Pointe,MI,48236,-82.91,42.43
76863-104727,Harper Woods,MI,48225,-82.93,42.45
72723-59099,Holland,MI,49424,-86.11,42.8
72798-85470,Holland,MI,49423,-86.08,42.78
18572-186544,Holland,MI,49423,-86.12,42.76
18570-186547,Holland,MI,49424,-86.14,42.83
8668-94350,Holland,MI,49424,-86.09,42.83
72989-96629,Holland,MI,49424,-86.09,42.82
17640-183832,Holland,MI,49424,-86.09,42.83
76407-95717,Howell,MI,48843,-83.76,42.63
16123-162464,Hudsonville,MI,49426,-85.85,42.89
10560-100422,Jackson,MI,49202,-84.42,42.27
72826-117527,Jackson,MI,49202,-84.36,42.26
72561-85458,Jenison,MI,49428,-85.79,42.91
11851-104637,Kalamazoo,MI,49008,-85.65,42.27
72716-117536,Kalamazoo,MI,49008,-85.61,42.26
72716-39121,Kalamazoo,MI,49008,-85.61,42.26
76733-104010,Kalamazoo,MI,49009,-85.67,42.3
8679-94466,Kalamazoo,MI,49009,-85.66,42.3
17354-176364,Kentwood,MI,49508,-85.63,42.85
2485-23407,Lake Orion,MI,48362,-83.24,42.78
18031-108122,Lambertville,MI,48144,-83.63,41.75
72812-86336,Lansing,MI,48917,-84.65,42.74
26893-244826,Lansing,MI,48911,-84.54,42.66
14453-122004,Lapeer,MI,48446,-83.32,43.04
14476-125464,Lincoln Park,MI,48146,-83.19,42.25
28390-250070,Livonia,MI,48152,-83.42,42.41
23871-232464,Livonia,MI,48150,-83.33,42.38
72953-90408,Livonia,MI,48154,-83.35,42.4
76786-102484,Livonia,MI,48150,-83.33,42.37
20548-182764,Mackinac City,MI,49701,-84.73,45.78
75423-103258,Mackinac Island,MI,49757,-84.62,45.85
73886-119745,Macomb,MI,48044,-82.9,42.64
76994-98087,Macomb,MI,48044,-82.91,42.63
24574-236870,Macomb Township,MI,48044,-82.91,42.63
11519-104535,Madison Heights,MI,48071,-83.11,42.5
19562-197706,Madison Heights,MI,48071,-83.11,42.53
10965-103128,Marquette,MI,49855,-87.46,46.55
17639-183835,Marquette,MI,49855,-87.47,46.55
75189-84389,Marquette,MI,49855,-87.4,46.56
29816-255284,Marshall,MI,49068,-84.99,42.27
72987-93015,Marysville,MI,48040,-82.5,42.91
10033-99146,Midland,MI,48642,-84.25,43.66
2439-20480,Milford,MI,48381,-83.6,42.59
29542-253407,Milford,MI,48381,-83.6,42.59
16526-147369,Mount Pleasant,MI,48858,-84.78,43.59
76517-99394,Mount Pleasant,MI,48858,-84.77,43.58
11728-104638,Mount Pleasant,MI,48858,-84.74,43.61
76847-111565,Muskegon,MI,49444,-86.21,43.16
8957-95481,Muskegon,MI,49444,-86.2,43.15
9955-99149,New Hudson,MI,48165,-83.62,42.52
72733-66400,Niles,MI,49120,-86.25,41.82
29008-250878,Northville,MI,48167,-83.48,42.44
2398-10567,Northville,MI,48167,-83.43,42.43
2486-28895,Northville,MI,48167,-83.48,42.43
2474-19519,Novi,MI,48377,-83.47,42.49
20398-205244,Novi,MI,48377,-83.44,42.5
28592-249801,NOVI,MI,48377,-83.47,42.49
26894-245713,Novi,MI,48374,-83.52,42.49
72963-90414,Novi,MI,48374,-83.52,42.49
19556-194345,Novi,MI,48374,-83.54,42.49
2278-1571,Novi,MI,48377,-83.48,42.49
75470-106739,Novi,MI,48377,-83.47,42.49
2424-14770,Novi,MI,48377,-83.47,42.53
11879-106352,Oak Park,MI,48237,-83.2,42.47
72530-105077,Oakland,MI,48306,-83.2,42.73
16961-177051,Okemos,MI,48864,-84.42,42.72
2481-24727,Okemos,MI,48864,-84.43,42.68
2564-48739,Orchard Lake,MI,48323,-83.36,42.58
2358-188865,Orion Township,MI,48359,-83.31,42.71
73938-135282,Petoskey,MI,49770,-84.87,45.41
13531-106377,Pittsfield,MI,48104,-83.68,42.24
23876-232124,Pittsfield Township,MI,48108,-83.77,42.24
2653-63043,Plymouth,MI,48170,-83.47,42.37
72814-74188,Plymouth,MI,48170,-83.48,42.36
72749-75842,Portage,MI,49024,-85.6,42.21
28553-250047,Portage,MI,49024,-85.59,42.22
2742-90680,Redford,MI,48239,-83.27,42.36
79224-74327,Rochester,MI,48306,-83.13,42.63
2690-63041,Rochester Hills,MI,48309,-83.19,42.68
9400-96250,Rochester Hills,MI,48307,-83.14,42.7
2340-210744,Rochester Hills,MI,48307,-83.13,42.64
76516-99375,Rochester Hills,MI,48307,-83.13,42.64
72915-93016,Rockford,MI,49341,-85.6,43.12
72714-39122,Rockford,MI,49341,-85.55,43.11
29546-244213,Roseville,MI,48066,-82.92,42.52
9954-99150,Roseville,MI,48066,-82.93,42.51
8653-94171,Roseville,MI,48066,-82.92,42.53
23001-223384,Royal Oak,MI,48073,-83.18,42.52
72800-74342,Royal Oak,MI,48073,-83.18,42.54
2288-240314,Royal Oak,MI,48073,-83.19,42.52
2296-1707,Royal Oak,MI,48067,-83.14,42.49
29014-250249,Royal Oak,MI,48073,-83.12,42.5
75235-93792,Royal Oak,MI,48073,-83.19,42.51
14436-114804,Saginaw,MI,48604,-83.97,43.48
78052-108426,Saginaw,MI,48604,-83.96,43.51
2480-176366,Shelby Township,MI,48044,-82.98,42.63
19557-194344,Shelby Township,MI,48316,-83.03,42.71
49735-250877,SHELBY TOWNSHIP,MI,48316,-83.06,42.69
21537-212106,Shelby Township,MI,48315,-82.98,42.67
27515-244105,Shelby Township,MI,48315,-83,42.63
28342-249004,South Lyon,MI,48178,-83.56,42.46
2273-1079,Southfield,MI,48034,-83.29,42.5
76723-102485,Southfield,MI,48076,-83.23,42.51
13380-107427,Southfield,MI,48076,-83.22,42.51
2254-1263,Southfield,MI,48034,-83.32,42.51
19558-194327,Southland,MI,48180,-83.26,42.2
72742-67560,St Joseph,MI,49085,-86.49,42.08
23872-231805,Sterling Heights,MI,48310,-83.09,42.56
26364-237526,Sterling Heights,MI,48313,-82.99,42.62
28534-249959,Sterling Heights,MI,48313,-82.99,42.62
72694-77402,Sterling Heights,MI,48313,-82.99,42.62
2771-91040,Sterling Heights,MI,48312,-83.03,42.56
19860-194332,Sterling Heights,MI,48312,-83.03,42.56
76747-106266,Sterling Heights,MI,48310,-83.08,42.56
2872-75469,Taylor,MI,48180,-83.26,42.2
29493-239368,Taylor,MI,48180,-83.26,42.2
24892-237516,Traverse City,MI,49684,-85.64,44.73
72795-85508,Traverse City,MI,49684,-85.64,44.74
16115-167724,Troy,MI,48084,-83.18,42.56
75334-98088,Troy,MI,48085,-83.09,42.62
14200-97956,Troy,MI,48084,-83.17,42.56
2250-1041,Troy,MI,48084,-83.18,42.56
28198-249798,TROY,MI,48084,-83.18,42.56
2714-84417,Troy,MI,48084,-83.18,42.56
11358-104649,Troy,MI,48084,-83.17,42.55
14214-114270,Troy,MI,48085,-83.13,42.62
72674-43859,Troy,MI,48083,-83.11,42.53
2285-1389,Troy,MI,48098,-83.17,42.6
2276-626,Troy,MI,48083,-83.11,42.56
19800-176404,Troy,MI,48083,-83.11,42.53
18955-194331,Troy,MI,48084,-83.19,42.54
2873-91720,Utica,MI,48315,-83.01,42.67
13956-109045,Walker,MI,49544,-85.69,43.02
76175-88701,Walled Lake,MI,48390,-83.44,42.53
24496-74226,Walled Lake,MI,48390,-83.51,42.53
3877-144971,Warren,MI,48092,-83.08,42.49
10076-99456,Warren,MI,48092,-83.05,42.51
2430-15613,Waterford,MI,48327,-83.39,42.66
2244-1157,West Bloomfield,MI,48322,-83.36,42.54
76621-99390,Westland,MI,48185,-83.39,42.34
10561-101454,Westland,MI,48185,-83.4,42.34
72988-96618,White Lake,MI,48383,-83.53,42.65
47967-249065,White Lake,MI,48386,-83.5,42.65
73935-129828,Williamston,MI,48895,-84.28,42.69
15748-147045,Woodhaven,MI,48183,-83.23,42.14
76380-97133,Woodhaven,MI,48183,-83.22,42.14
76827-108124,Wyoming,MI,49509,-85.68,42.86
10319-100405,Wyoming,MI,49519,-85.72,42.86
75450-68161,Ypsilanti,MI,48197,-83.63,42.25
73911-108420,Ypsilanti,MI,48197,-83.62,42.21
18571-186546,Zeeland,MI,49464,-86.02,42.83
16960-177066,Alexandria,MN,56308,-95.39,45.85
76316-95687,Andover,MN,55304,-93.32,45.22
25535-241231,Anoka,MN,55448,-93.36,45.21
72682-76602,Apple Valley,MN,55124,-93.21,44.73
76896-121294,Apple Valley,MN,55124,-93.18,44.72
21376-209526,Arden Hills,MN,55126,-93.15,45.06
15516-156753,Baxter,MN,56425,-94.24,46.37
11880-106241,Baxter,MN,56425,-94.25,46.37
17378-177052,Bemidji,MN,56601,-94.91,47.49
76115-88842,Blaine,MN,55449,-93.23,45.17
20107-189627,Blaine,MN,55434,-93.24,45.17
26122-243619,Bloomington,MN,55425,-93.24,44.86
2578-36339,Bloomington,MN,55420,-93.29,44.83
10077-98295,Bloomington,MN,55425,-93.24,44.86
2705-84660,Bloomington,MN,55425,-93.24,44.85
2220-665,Bloomington,MN,55431,-93.31,44.86
28432-249726,Bloomington,MN,55425,-93.24,44.85
76187-88840,Bloomington,MN,55431,-93.31,44.86
9605-97352,Brooklyn Center,MN,55429,-93.32,45.06
76133-88561,Brooklyn Park,MN,55428,-93.38,45.09
21555-204764,Brooklyn Park,MN,55444,-93.37,45.14
47126-254733,Brooklyn Park,MN,55443,-93.36,45.13
48065-254734,Brooklyn Park,MN,55443,-93.36,45.12
76224-90369,Buffalo,MN,55313,-93.86,45.17
76809-110952,Burnsville,MN,55337,-93.29,44.75
28371-249964,Burnsville,MN,55306,-93.29,44.74
23397-220084,Burnsville,MN,55337,-93.3,44.75
48164-261724,Cambridge,MN,55008,-93.21,45.57
23160-226966,Champlin,MN,55316,-93.39,45.16
76112-88843,Champlin,MN,55316,-93.39,45.17
2450-198665,Chanhassen,MN,55317,-93.52,44.86
20793-208085,Chanhassen,MN,55317,-93.54,44.86
72649-48359,Chaska,MN,55318,-93.6,44.83
23669-232351,Coon Rapids,MN,55433,-93.35,45.2
10743-99776,Coon Rapids,MN,55448,-93.28,45.15
76206-88844,Coon Rapids,MN,55433,-93.27,45.13
9479-96696,Cottage Grove,MN,55016,-92.96,44.83
20345-204770,Cottage Grove,MN,55016,-92.93,44.82
22725-223764,Crystal,MN,55428,-93.36,45.05
15514-141825,Duluth,MN,55811,-92.17,46.81
28464-250041,Duluth,MN,55811,-92.16,46.8
21634-213712,Duluth,MN,55811,-92.08,46.82
2733-88041,Duluth,MN,55811,-92.16,46.81
9711-98049,Duluth,MN,55802,-92.1,46.78
2619-53139,Eagan,MN,55122,-93.21,44.79
2469-14451,Eagan,MN,55122,-93.17,44.83
47509-257827,Eagan,MN,55122,-93.17,44.84
70341-140691,Eagan,MN,55122,-93.19,44.8
20688-204064,Eagan,MN,55122,-93.21,44.81
2366-7808,Eden Prairie,MN,55344,-93.4,44.84
2325-2482,Eden Prairie,MN,55344,-93.43,44.85
26250-243426,Eden Prairie,MN,55343,-93.42,44.89
28331-250065,Eden Prairie,MN,55344,-93.43,44.85
2599-47139,Eden Prairie,MN,55344,-93.44,44.86
28473-250151,Edina,MN,55435,-93.33,44.88
21755-192244,Edina,MN,55436,-93.36,44.91
271-1488,Edina,MN,55435,-93.32,44.88
274-1489,Edina,MN,55424,-93.33,44.91
16011-154128,Edina,MN,55435,-93.33,44.88
24961-238825,Edina,MN,55439,-93.35,44.86
2592-54119,Edina,MN,55436,-93.35,44.91
76641-110944,Edina,MN,55435,-93.32,44.88
18565-178125,Edina,MN,55435,-93.33,44.87
20689-206848,Elk River,MN,55330,-93.56,45.32
27578-238022,Excelsior,MN,55331,-93.57,44.9
20343-204765,Forest Lake,MN,55025,-93,45.27
2621-61481,Forest Lake,MN,55025,-93.01,45.28
24962-238826,Fridley,MN,55421,-93.25,45.06
2228-659,Golden Valley,MN,55427,-93.38,44.98
76645-97519,Grand Rapids,MN,55744,-93.53,47.21
20342-204766,Hastings,MN,55033,-92.89,44.74
9359-96468,Hopkins,MN,55305,-93.42,44.93
23667-232356,Hutchinson,MN,55350,-94.38,44.87
